song_title,chord_progression,chord_list,num_unique
When Sunny Gets Blue,Gm7 C7alter#3 B-m7 E-9 Fmaj7 Gm7 Am7 D9 B/o7 B-m7 E-9 F6 D-9 Gm7 C13 Am7 D9 Gm7 C7alter#3 B-m7 E-9 Fmaj7 Gm7 Am7 D9 B/o7 B-m7 E-9 F6 D-9 Gm7 C13 Em7 A13 Dmaj7 Em7 F#m7 B7add#9 Em7 A13 Dmaj7 Dm7 G13 Cmaj7 Am7 Dm7 G13 Gm7 Am7 D7 Gm7 C7alter#3 B-m7 E-9 Fmaj7 Gm7 Am7 D9 B/o7 B-m7 E-9 F6 D-9 Gm7 C7alter#5add#9 F6,"['Gm7', 'C7alter#3', 'B-m7', 'E-9', 'Fmaj7', 'Gm7', 'Am7', 'D9', 'B/o7', 'B-m7', 'E-9', 'F6', 'D-9', 'Gm7', 'C13', 'Am7', 'D9', 'Gm7', 'C7alter#3', 'B-m7', 'E-9', 'Fmaj7', 'Gm7', 'Am7', 'D9', 'B/o7', 'B-m7', 'E-9', 'F6', 'D-9', 'Gm7', 'C13', 'Em7', 'A13', 'Dmaj7', 'Em7', 'F#m7', 'B7add#9', 'Em7', 'A13', 'Dmaj7', 'Dm7', 'G13', 'Cmaj7', 'Am7', 'Dm7', 'G13', 'Gm7', 'Am7', 'D7', 'Gm7', 'C7alter#3', 'B-m7', 'E-9', 'Fmaj7', 'Gm7', 'Am7', 'D9', 'B/o7', 'B-m7', 'E-9', 'F6', 'D-9', 'Gm7', 'C7alter#5add#9', 'F6']",21
When The Lights Go On Again,F C7 F B- C7 F B-m F F7 B- F Am7 Fdim C7 Gm7 C7 Fdim F A-7 C Gdim Dm7 G7 C7 Gm7 C7 F C7 F B- C7 F B-m F F7 B- F Am7 Fdim C7 Gm B- A7 Dm Dm7 G7 B-m F F7 D7 G7 C7 F B-m G7 C7,"['F', 'C7', 'F', 'B-', 'C7', 'F', 'B-m', 'F', 'F7', 'B-', 'F', 'Am7', 'Fdim', 'C7', 'Gm7', 'C7', 'Fdim', 'F', 'A-7', 'C', 'Gdim', 'Dm7', 'G7', 'C7', 'Gm7', 'C7', 'F', 'C7', 'F', 'B-', 'C7', 'F', 'B-m', 'F', 'F7', 'B-', 'F', 'Am7', 'Fdim', 'C7', 'Gm', 'B-', 'A7', 'Dm', 'Dm7', 'G7', 'B-m', 'F', 'F7', 'D7', 'G7', 'C7', 'F', 'B-m', 'G7', 'C7']",17
"When The Red, Red Robin Comes Bob, Bob, Bobbin' Along",C/G Am7 Dm7 G7 G7/F Em7 E-dim Dm7 G7 C C#dim Dm7 G7 C Am7 Dm7 G7 C C#dim Dm7 G7 C C7alter#5 F C Am7 D7 G7 Dm7/A G7/B G7 G7/A G7/B C C#dim Dm7 G7 C Am7 Dm7 G7 C C#dim Dm7 G7 C C7alter#5 F Fm6 B-7 C Em7/B A7 D7 C Am7 Dm7 G7 C C#dim Dm7 G7,"['C/G', 'Am7', 'Dm7', 'G7', 'G7/F', 'Em7', 'E-dim', 'Dm7', 'G7', 'C', 'C#dim', 'Dm7', 'G7', 'C', 'Am7', 'Dm7', 'G7', 'C', 'C#dim', 'Dm7', 'G7', 'C', 'C7alter#5', 'F', 'C', 'Am7', 'D7', 'G7', 'Dm7/A', 'G7/B', 'G7', 'G7/A', 'G7/B', 'C', 'C#dim', 'Dm7', 'G7', 'C', 'Am7', 'Dm7', 'G7', 'C', 'C#dim', 'Dm7', 'G7', 'C', 'C7alter#5', 'F', 'Fm6', 'B-7', 'C', 'Em7/B', 'A7', 'D7', 'C', 'Am7', 'Dm7', 'G7', 'C', 'C#dim', 'Dm7', 'G7']",19
When The Saints Go Marching In,C C6 Dm7 G9 C6 C9 F6 Fm6 C6/G Am7 Dm7 G9 C6 Dm7 G9 C6 C9 F6 Fm6 C6/G Am7 Dm7 G9 C6 Dm7 G9 C6 C9 F6 Fm6 C6/G Am7 Dm7 G9 C6 Dm7 G9 C6 C9 F6 Fm6 C6/G Am7 Dm7 G9 C6 Dm7 G9 C6 C9 F6 Fm6 C6/G Am7 Dm7 G9 C6 G9 C6,"['C', 'C6', 'Dm7', 'G9', 'C6', 'C9', 'F6', 'Fm6', 'C6/G', 'Am7', 'Dm7', 'G9', 'C6', 'Dm7', 'G9', 'C6', 'C9', 'F6', 'Fm6', 'C6/G', 'Am7', 'Dm7', 'G9', 'C6', 'Dm7', 'G9', 'C6', 'C9', 'F6', 'Fm6', 'C6/G', 'Am7', 'Dm7', 'G9', 'C6', 'Dm7', 'G9', 'C6', 'C9', 'F6', 'Fm6', 'C6/G', 'Am7', 'Dm7', 'G9', 'C6', 'Dm7', 'G9', 'C6', 'C9', 'F6', 'Fm6', 'C6/G', 'Am7', 'Dm7', 'G9', 'C6', 'G9', 'C6']",9
When The Sun Comes Out,F#dim F9 Edim E-9 Dm7 D-maj7 C G7alter#5 F9 A-7 A7 D7 G7 Em/C# Cm6 A-9 A7 D7 G7 B/o7 C9alter#3 C13alterb9 FM9 B-9 Cmaj7 D-dim Dm7 G7alter#5 F9 A-7 A7 D7 G7 Em/C# Cm6 A-9 A7 D7 G7 B/o7 C9alter#3 C13alterb9 FM9 B-9 Cmaj7 D-dim Dm7 G7alter#5 Cmaj7 Dm6 Em7 Fmaj7 F#dim Gm Gm/F E/o7 A7addb9 Dm7 Em7 Fmaj7 Em7 Am7 A-9add#11 G7 Dm7 G9alter#5 F9 A-7 A7 D7 G7 Em/C# Cm6 A-9 A7 D7 G7 B/o7 C9alter#3 C13alterb9 FM9 B-9 Cmaj7 D-dim Dm7 E-dim Em7 F9add#11 Am/F# B-9/F E7alter#5 B-9 A9 D9/G# Dm9 G7addb9 F#dim Fm6 C/E E-dim Dm9 D-M9 C G9alter#5,"['F#dim', 'F9', 'Edim', 'E-9', 'Dm7', 'D-maj7', 'C', 'G7alter#5', 'F9', 'A-7', 'A7', 'D7', 'G7', 'Em/C#', 'Cm6', 'A-9', 'A7', 'D7', 'G7', 'B/o7', 'C9alter#3', 'C13alterb9', 'FM9', 'B-9', 'Cmaj7', 'D-dim', 'Dm7', 'G7alter#5', 'F9', 'A-7', 'A7', 'D7', 'G7', 'Em/C#', 'Cm6', 'A-9', 'A7', 'D7', 'G7', 'B/o7', 'C9alter#3', 'C13alterb9', 'FM9', 'B-9', 'Cmaj7', 'D-dim', 'Dm7', 'G7alter#5', 'Cmaj7', 'Dm6', 'Em7', 'Fmaj7', 'F#dim', 'Gm', 'Gm/F', 'E/o7', 'A7addb9', 'Dm7', 'Em7', 'Fmaj7', 'Em7', 'Am7', 'A-9add#11', 'G7', 'Dm7', 'G9alter#5', 'F9', 'A-7', 'A7', 'D7', 'G7', 'Em/C#', 'Cm6', 'A-9', 'A7', 'D7', 'G7', 'B/o7', 'C9alter#3', 'C13alterb9', 'FM9', 'B-9', 'Cmaj7', 'D-dim', 'Dm7', 'E-dim', 'Em7', 'F9add#11', 'Am/F#', 'B-9/F', 'E7alter#5', 'B-9', 'A9', 'D9/G#', 'Dm9', 'G7addb9', 'F#dim', 'Fm6', 'C/E', 'E-dim', 'Dm9', 'D-M9', 'C', 'G9alter#5']",44
When The Sun Comes Up,F#dim F9 Edim E-9 Dm7 D-maj7 C6add9 G7alter#5 F9 A-7 A7 D7 G7 Em/C# Cm6 A-9 A7 D7 G7 B/o7 C9alter#3 C13alterb9 FM9 B-9 Cmaj7 C#dim Dm7 G7alter#5 F9 A-7 A7 D7 G7 Em/C# Cm6 A-9 A7 D7 G7 B/o7 C9alter#3 C13alterb9 FM9 B-9 Cmaj7 C#dim Dm7 G7alter#5 Cmaj7 Dm6 Em7 Fmaj7 F#dim Gm Gm/F E/o7 A7addb9 Dm7 Em7 Fmaj7 Em7 Am7 A-9add#11 G7 Dm7 G9alter#5 F9 A-7 A7 D7 G7 Em/C# Cm6 A-9 A7 D7 G7 B/o7 C9alter#3 C13alterb9 FM9 B-9 Cmaj7 C#dim Dm7 E-dim Em7 F9add#11 Am/F# B-9/F E7alter#5 E7/B A7 D7/A Dm9 G7addb9 F#dim Fm6 C/E E-dim Dm9 D-M9 C6add9,"['F#dim', 'F9', 'Edim', 'E-9', 'Dm7', 'D-maj7', 'C6add9', 'G7alter#5', 'F9', 'A-7', 'A7', 'D7', 'G7', 'Em/C#', 'Cm6', 'A-9', 'A7', 'D7', 'G7', 'B/o7', 'C9alter#3', 'C13alterb9', 'FM9', 'B-9', 'Cmaj7', 'C#dim', 'Dm7', 'G7alter#5', 'F9', 'A-7', 'A7', 'D7', 'G7', 'Em/C#', 'Cm6', 'A-9', 'A7', 'D7', 'G7', 'B/o7', 'C9alter#3', 'C13alterb9', 'FM9', 'B-9', 'Cmaj7', 'C#dim', 'Dm7', 'G7alter#5', 'Cmaj7', 'Dm6', 'Em7', 'Fmaj7', 'F#dim', 'Gm', 'Gm/F', 'E/o7', 'A7addb9', 'Dm7', 'Em7', 'Fmaj7', 'Em7', 'Am7', 'A-9add#11', 'G7', 'Dm7', 'G9alter#5', 'F9', 'A-7', 'A7', 'D7', 'G7', 'Em/C#', 'Cm6', 'A-9', 'A7', 'D7', 'G7', 'B/o7', 'C9alter#3', 'C13alterb9', 'FM9', 'B-9', 'Cmaj7', 'C#dim', 'Dm7', 'E-dim', 'Em7', 'F9add#11', 'Am/F#', 'B-9/F', 'E7alter#5', 'E7/B', 'A7', 'D7/A', 'Dm9', 'G7addb9', 'F#dim', 'Fm6', 'C/E', 'E-dim', 'Dm9', 'D-M9', 'C6add9']",44
When Will I Be Loved,C B C B C F G C F G C F G C F G C F G C F G C F G C C/B- C/A Gm F G F C F G Am G,"['C', 'B', 'C', 'B', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'C/B-', 'C/A', 'Gm', 'F', 'G', 'F', 'C', 'F', 'G', 'Am', 'G']",8
When Will The Blues Leave - Ornette Coleman,C6 F6 C7 C7alter#5 F7 Fm7 B-7 C7 Dm7 G7 G7alterb5addb9 C6 F6 C7 C7alter#5 F7 Fm7 B-7 C7 Dm7 G7 G7alterb5addb9 C6 F#7 C6 C7 F7 C6 Dm7 Em7 A7addb9 Dm7 G7 C6 Dm7 G7addb9,"['C6', 'F6', 'C7', 'C7alter#5', 'F7', 'Fm7', 'B-7', 'C7', 'Dm7', 'G7', 'G7alterb5addb9', 'C6', 'F6', 'C7', 'C7alter#5', 'F7', 'Fm7', 'B-7', 'C7', 'Dm7', 'G7', 'G7alterb5addb9', 'C6', 'F#7', 'C6', 'C7', 'F7', 'C6', 'Dm7', 'Em7', 'A7addb9', 'Dm7', 'G7', 'C6', 'Dm7', 'G7addb9']",14
When You And I Were Young Maggie,C C7 F Fm C G7 C G7 C C9 F F#dim Em7 Am7 Dm9 G7 C C9 F F#dim Em7 Am7 Dm9 G13 C C7 F C G D9 G G7 C C9 F F#dim Em7 Am7 Dm9 G13 C Am7 D7 G7,"['C', 'C7', 'F', 'Fm', 'C', 'G7', 'C', 'G7', 'C', 'C9', 'F', 'F#dim', 'Em7', 'Am7', 'Dm9', 'G7', 'C', 'C9', 'F', 'F#dim', 'Em7', 'Am7', 'Dm9', 'G13', 'C', 'C7', 'F', 'C', 'G', 'D9', 'G', 'G7', 'C', 'C9', 'F', 'F#dim', 'Em7', 'Am7', 'Dm9', 'G13', 'C', 'Am7', 'D7', 'G7']",14
When You Look At Me,C7 Fmaj7 Dm7 B-M9 Am7 B-M9 Am7 Gm7 C7 F F7 B- Adim Gm7 Edim Dm Dm7 G7 Gm11 C7 A-/C G/C G-/C F/C A-/C G/C G-/C G/o7 C7addb9 C13 B-m9 E-9add#11 Cm9 F9add#11 Dm9 G9add#11 Cm9 F7addb9 B-M9 B-6add9 B-mM7 E-9add#11 Am7 Dm7 Gm11 C13 B-m9 E-9add#11 Cm9 F9add#11 Dm9 G9add#11 Cm9 F7addb9 B-M9 B-6add9 B-mM7 E-9add#11 Am7 Dm7 Gm7 C9 Fmaj7 Gm7 A-dim Am7 Cm Bdim Cm/B- A/o7 F7 B-maj7 B-6add9 B-m Adim B-m/A- G/o7 E-7 A-maj7 A-6add9 Gm7 F#dim Gm11 C13 B-m9 E-9add#11 Cm9 F9add#11 Dm9 G9add#11 Cm9 F7addb9 B-M9 B-6add9 B-mM7 E-9add#11 Am7 Dm7 Dm/C B/o7 E7addb9 Am7 Dm7 Dm/C B/o7 B-mM7 Am7 A-7 D-maj7 G-maj7 Fmaj7 Gm7 A-dim Am7,"['C7', 'Fmaj7', 'Dm7', 'B-M9', 'Am7', 'B-M9', 'Am7', 'Gm7', 'C7', 'F', 'F7', 'B-', 'Adim', 'Gm7', 'Edim', 'Dm', 'Dm7', 'G7', 'Gm11', 'C7', 'A-/C', 'G/C', 'G-/C', 'F/C', 'A-/C', 'G/C', 'G-/C', 'G/o7', 'C7addb9', 'C13', 'B-m9', 'E-9add#11', 'Cm9', 'F9add#11', 'Dm9', 'G9add#11', 'Cm9', 'F7addb9', 'B-M9', 'B-6add9', 'B-mM7', 'E-9add#11', 'Am7', 'Dm7', 'Gm11', 'C13', 'B-m9', 'E-9add#11', 'Cm9', 'F9add#11', 'Dm9', 'G9add#11', 'Cm9', 'F7addb9', 'B-M9', 'B-6add9', 'B-mM7', 'E-9add#11', 'Am7', 'Dm7', 'Gm7', 'C9', 'Fmaj7', 'Gm7', 'A-dim', 'Am7', 'Cm', 'Bdim', 'Cm/B-', 'A/o7', 'F7', 'B-maj7', 'B-6add9', 'B-m', 'Adim', 'B-m/A-', 'G/o7', 'E-7', 'A-maj7', 'A-6add9', 'Gm7', 'F#dim', 'Gm11', 'C13', 'B-m9', 'E-9add#11', 'Cm9', 'F9add#11', 'Dm9', 'G9add#11', 'Cm9', 'F7addb9', 'B-M9', 'B-6add9', 'B-mM7', 'E-9add#11', 'Am7', 'Dm7', 'Dm/C', 'B/o7', 'E7addb9', 'Am7', 'Dm7', 'Dm/C', 'B/o7', 'B-mM7', 'Am7', 'A-7', 'D-maj7', 'G-maj7', 'Fmaj7', 'Gm7', 'A-dim', 'Am7']",49
When You Wish Upon A Star,Am Am7 C7/G Fmaj7 C7/G Am7 C7/G Fmaj7 E/o7 Edim Dm/F E/o7 Edim Dm Fmaj7/G G7 Gm7/C C7alter#5 F E-6 D7 Gm C7 Fdim F6 B/o7 E7addb9 Am7 A-dim Gm7 Gm7/C C7 Fmaj7 C7alter#5 F E-6 D7 Gm C7 Fdim F6 B/o7 E7addb9 Am7 A-dim Gm7 Gm7/C C7 F6 Gm/C Am/C F/C F Gm/C Am/C B-/C E/A- F/A Dm G9 G/o7 C9 F D7 Gm C7 Fdim F6 B/o7 E7addb9 Am7 A-dim Gm7 E-9 Gm7/C C9 F6,"['Am', 'Am7', 'C7/G', 'Fmaj7', 'C7/G', 'Am7', 'C7/G', 'Fmaj7', 'E/o7', 'Edim', 'Dm/F', 'E/o7', 'Edim', 'Dm', 'Fmaj7/G', 'G7', 'Gm7/C', 'C7alter#5', 'F', 'E-6', 'D7', 'Gm', 'C7', 'Fdim', 'F6', 'B/o7', 'E7addb9', 'Am7', 'A-dim', 'Gm7', 'Gm7/C', 'C7', 'Fmaj7', 'C7alter#5', 'F', 'E-6', 'D7', 'Gm', 'C7', 'Fdim', 'F6', 'B/o7', 'E7addb9', 'Am7', 'A-dim', 'Gm7', 'Gm7/C', 'C7', 'F6', 'Gm/C', 'Am/C', 'F/C', 'F', 'Gm/C', 'Am/C', 'B-/C', 'E/A-', 'F/A', 'Dm', 'G9', 'G/o7', 'C9', 'F', 'D7', 'Gm', 'C7', 'Fdim', 'F6', 'B/o7', 'E7addb9', 'Am7', 'A-dim', 'Gm7', 'E-9', 'Gm7/C', 'C9', 'F6']",33
When You Wore A Tulip,C C7 F C C7 F C A7 D7 G7 C C7 F Dm E7 A7 D7 G7 C Am7 Dm7 G7,"['C', 'C7', 'F', 'C', 'C7', 'F', 'C', 'A7', 'D7', 'G7', 'C', 'C7', 'F', 'Dm', 'E7', 'A7', 'D7', 'G7', 'C', 'Am7', 'Dm7', 'G7']",10
When You're Smiling,C G7 C G7 C E-dim G7 C Em E-+ G A7 A7alterb5 G G#dim D7 Dm7 G7 C Em A7 Dm Dm7 G7 G7alter#5 C C7 F D7 G7 C A7 Dm7 G7 C G7,"['C', 'G7', 'C', 'G7', 'C', 'E-dim', 'G7', 'C', 'Em', 'E-+', 'G', 'A7', 'A7alterb5', 'G', 'G#dim', 'D7', 'Dm7', 'G7', 'C', 'Em', 'A7', 'Dm', 'Dm7', 'G7', 'G7alter#5', 'C', 'C7', 'F', 'D7', 'G7', 'C', 'A7', 'Dm7', 'G7', 'C', 'G7']",15
When Your Lover Has Gone,Cmaj7/G Am7 D9 G13alterb9 C6 A7addb9 Dm7 D-7add#9 C6 G7addb9 Cmaj7 F9add#11 D9 B-9 Fm7 B-9 Cmaj7 E7 Am7 D13 E-dim Em7 A7 Cmaj7 D-7add#9 Cmaj7 D-dim Dm7 G13 Cmaj7 F9add#11 D9 B-9 Fm7 B-9 Cmaj7 E7 Am7 Cmaj7 E7 A7 D7addb9 A-9 G7alter#5 C6 A7addb9 Dm7 D-7add#9 C6 D-7add#9,"['Cmaj7/G', 'Am7', 'D9', 'G13alterb9', 'C6', 'A7addb9', 'Dm7', 'D-7add#9', 'C6', 'G7addb9', 'Cmaj7', 'F9add#11', 'D9', 'B-9', 'Fm7', 'B-9', 'Cmaj7', 'E7', 'Am7', 'D13', 'E-dim', 'Em7', 'A7', 'Cmaj7', 'D-7add#9', 'Cmaj7', 'D-dim', 'Dm7', 'G13', 'Cmaj7', 'F9add#11', 'D9', 'B-9', 'Fm7', 'B-9', 'Cmaj7', 'E7', 'Am7', 'Cmaj7', 'E7', 'A7', 'D7addb9', 'A-9', 'G7alter#5', 'C6', 'A7addb9', 'Dm7', 'D-7add#9', 'C6', 'D-7add#9']",23
When,E/o7 A7addb9 D/o7 G13alterb9 G13alter#3 Cmaj7 F9add#11 Em7 A9 E-9 Dm A+ Dm7 G7addb9 Cmaj7 B7 B-maj7 A7addb9 Dm D-/o7 Cm6 Bm7 B-m11 E-13 A- A-/G- Fm7 E-m7 Dm11 G7 E A D G Cmaj7 F9add#11 Em7 A9 E-9 Dm A+ Dm7 G7addb9 Cmaj7 B7 B-maj7 A7addb9 Dm D-/o7 Cm6 B/o7 E7addb9 Am Am/G Am/F# Fm6 E/o7 E-13/A- FmM7/D D/o7/G CM13 A-m6 D-13 Cmaj7 F9add#11 Em7 A9 E-9 Dm A+ Dm7 G7addb9 Cmaj7 B7 B-maj7 A7addb9 Dm D-/o7 Cm6 B/o7 E7addb9 Am Am/G Am/F# Fm6 E/o7 E-13/A- FmM7/D D/o7/G CM13 A-m6 D-13 CM13 A-m6 D-13 CM13 A-m6 D-13 CM13 A-m6 D-13 CM13 A-m6 D-13,"['E/o7', 'A7addb9', 'D/o7', 'G13alterb9', 'G13alter#3', 'Cmaj7', 'F9add#11', 'Em7', 'A9', 'E-9', 'Dm', 'A+', 'Dm7', 'G7addb9', 'Cmaj7', 'B7', 'B-maj7', 'A7addb9', 'Dm', 'D-/o7', 'Cm6', 'Bm7', 'B-m11', 'E-13', 'A-', 'A-/G-', 'Fm7', 'E-m7', 'Dm11', 'G7', 'E', 'A', 'D', 'G', 'Cmaj7', 'F9add#11', 'Em7', 'A9', 'E-9', 'Dm', 'A+', 'Dm7', 'G7addb9', 'Cmaj7', 'B7', 'B-maj7', 'A7addb9', 'Dm', 'D-/o7', 'Cm6', 'B/o7', 'E7addb9', 'Am', 'Am/G', 'Am/F#', 'Fm6', 'E/o7', 'E-13/A-', 'FmM7/D', 'D/o7/G', 'CM13', 'A-m6', 'D-13', 'Cmaj7', 'F9add#11', 'Em7', 'A9', 'E-9', 'Dm', 'A+', 'Dm7', 'G7addb9', 'Cmaj7', 'B7', 'B-maj7', 'A7addb9', 'Dm', 'D-/o7', 'Cm6', 'B/o7', 'E7addb9', 'Am', 'Am/G', 'Am/F#', 'Fm6', 'E/o7', 'E-13/A-', 'FmM7/D', 'D/o7/G', 'CM13', 'A-m6', 'D-13', 'CM13', 'A-m6', 'D-13', 'CM13', 'A-m6', 'D-13', 'CM13', 'A-m6', 'D-13', 'CM13', 'A-m6', 'D-13']",43
Where Are You - Jimmy Mchugh,Gm7 G#dim Am7 Dm7 Gm7 C7 F6 Fmaj7 Am G#dim Gm7 Csus Fmaj7 Dm7 Gm7 G#dim Am7 Dm7 Gm7 C7 Fmaj7 C7 Fmaj7 Am G#dim Gm7 Csus Fmaj7 Dm7 Gm7 G#dim Am7 Dm7 Gm7 C7 F6 B-maj7 Gm7 Em7 A7 Dm C7 Fmaj7 B-maj7 Gm7 Em7 A7 Dm7 G7 Gm7 C7 Fmaj7 Am7 G#dim Gm7 Csus Fmaj7 Dm7 Gm7 G#dim Am7 Dm7 Gm7 C7 F6,"['Gm7', 'G#dim', 'Am7', 'Dm7', 'Gm7', 'C7', 'F6', 'Fmaj7', 'Am', 'G#dim', 'Gm7', 'Csus', 'Fmaj7', 'Dm7', 'Gm7', 'G#dim', 'Am7', 'Dm7', 'Gm7', 'C7', 'Fmaj7', 'C7', 'Fmaj7', 'Am', 'G#dim', 'Gm7', 'Csus', 'Fmaj7', 'Dm7', 'Gm7', 'G#dim', 'Am7', 'Dm7', 'Gm7', 'C7', 'F6', 'B-maj7', 'Gm7', 'Em7', 'A7', 'Dm', 'C7', 'Fmaj7', 'B-maj7', 'Gm7', 'Em7', 'A7', 'Dm7', 'G7', 'Gm7', 'C7', 'Fmaj7', 'Am7', 'G#dim', 'Gm7', 'Csus', 'Fmaj7', 'Dm7', 'Gm7', 'G#dim', 'Am7', 'Dm7', 'Gm7', 'C7', 'F6']",14
Where Can I Go Without You,FM9 F9alter#3 B-M9 G/o7 Am7 A-9 Gm7 C9alter#3 F6 C9alter#3 FM9 Dm7 Gm7 C9 Am7 Dm7 Gm7 C9 FM9 F9alter#3 F9 F9alter#3 B-M9 G/o7 Am7 Dm9 Gm7 C9alter#3 C9 FM9 Dm7 Gm7 C9 Am7 Dm7 Gm7 C9 FM9 F9alter#3 F9 F9alter#3 B-M9 G/o7 Am7 A-9 Gm7 C9alter#3 F6 Cm7 F9 B-6 Dm7 Cm7 Cm6 F9alter#3 Cm7 F7addb9 B-M9 A9 Dm7 G9 G9alter#3 C6 Am7 Dm7 G9 C9alter#3 C7addb9 FM9 Dm7 Gm7 C9 Am7 Dm7 Gm7 C9 FM9 F9alter#3 F9 F9alter#3 B-M9 G/o7 Am7 A-9 Gm7 C9alter#3 F6 C9alter#3,"['FM9', 'F9alter#3', 'B-M9', 'G/o7', 'Am7', 'A-9', 'Gm7', 'C9alter#3', 'F6', 'C9alter#3', 'FM9', 'Dm7', 'Gm7', 'C9', 'Am7', 'Dm7', 'Gm7', 'C9', 'FM9', 'F9alter#3', 'F9', 'F9alter#3', 'B-M9', 'G/o7', 'Am7', 'Dm9', 'Gm7', 'C9alter#3', 'C9', 'FM9', 'Dm7', 'Gm7', 'C9', 'Am7', 'Dm7', 'Gm7', 'C9', 'FM9', 'F9alter#3', 'F9', 'F9alter#3', 'B-M9', 'G/o7', 'Am7', 'A-9', 'Gm7', 'C9alter#3', 'F6', 'Cm7', 'F9', 'B-6', 'Dm7', 'Cm7', 'Cm6', 'F9alter#3', 'Cm7', 'F7addb9', 'B-M9', 'A9', 'Dm7', 'G9', 'G9alter#3', 'C6', 'Am7', 'Dm7', 'G9', 'C9alter#3', 'C7addb9', 'FM9', 'Dm7', 'Gm7', 'C9', 'Am7', 'Dm7', 'Gm7', 'C9', 'FM9', 'F9alter#3', 'F9', 'F9alter#3', 'B-M9', 'G/o7', 'Am7', 'A-9', 'Gm7', 'C9alter#3', 'F6', 'C9alter#3']",22
Where Did Robinson Crusoe Go-,C Cdim G7 C Cdim G7 A7 D7 G7 C Cdim G7 C F D A7 D A7 D7 G7 C A7 D7 G7 D7 Dm7 G7 A7 D7 Dm7 G7 C A7 D7 G7 C,"['C', 'Cdim', 'G7', 'C', 'Cdim', 'G7', 'A7', 'D7', 'G7', 'C', 'Cdim', 'G7', 'C', 'F', 'D', 'A7', 'D', 'A7', 'D7', 'G7', 'C', 'A7', 'D7', 'G7', 'D7', 'Dm7', 'G7', 'A7', 'D7', 'Dm7', 'G7', 'C', 'A7', 'D7', 'G7', 'C']",8
Where Is Love,C Dm7 G7 Cmaj7 C6 C Dm7 G7 Cmaj7 C6 Dm7 G7 C7 F7 B-maj7 E-9 A-maj7 Dm7 G7 C Dm7 G7 Cmaj7 C6 C Dm7 G7 Cmaj7 C6 Dm7 G7 C7 F7 B-maj7 E-9 A-maj7 Dm7 G7 C6 Dm6 G7 Cmaj7 C#dim Dm7 G7 C A7addb9 Dm7 G7 Cmaj7 F9 B-maj7 B-6 A A7 Dm7 G7 C C6 Dm6 G7 Cmaj7 C#dim Dm7 G7 C A7addb9 Dm7 G7 Cmaj7 F9 B-maj7 B-6 A A7 Dm7 G7 C,"['C', 'Dm7', 'G7', 'Cmaj7', 'C6', 'C', 'Dm7', 'G7', 'Cmaj7', 'C6', 'Dm7', 'G7', 'C7', 'F7', 'B-maj7', 'E-9', 'A-maj7', 'Dm7', 'G7', 'C', 'Dm7', 'G7', 'Cmaj7', 'C6', 'C', 'Dm7', 'G7', 'Cmaj7', 'C6', 'Dm7', 'G7', 'C7', 'F7', 'B-maj7', 'E-9', 'A-maj7', 'Dm7', 'G7', 'C6', 'Dm6', 'G7', 'Cmaj7', 'C#dim', 'Dm7', 'G7', 'C', 'A7addb9', 'Dm7', 'G7', 'Cmaj7', 'F9', 'B-maj7', 'B-6', 'A', 'A7', 'Dm7', 'G7', 'C', 'C6', 'Dm6', 'G7', 'Cmaj7', 'C#dim', 'Dm7', 'G7', 'C', 'A7addb9', 'Dm7', 'G7', 'Cmaj7', 'F9', 'B-maj7', 'B-6', 'A', 'A7', 'Dm7', 'G7', 'C']",17
