song_title,chord_progression,chord_list,num_unique
A Final Drink - Marier & Champagne,CM9 G7alter#5 Gm7 C9 FM9 B-13 E/o7 A9 Dm11 FmM7 Em7 A7addb9 Dm11 G13 F13 E13 A7addb9 D7alter#5 G7addb9 CM9 G7alter#5 Gm7 C9 FM9 B-13 E/o7 A9 Dm11 FmM7 Em7 A7addb9 Dm11 G13alter#3 G13alterb9 C CM9 B7addb9 B-m9 E-7 D-9 Cm7 F13 F9 B-m9 E-7alter#5 A-M13 D/o7 G7addb9 Cm Cm/B- A/o7 D7add#9 D/o7/A- G13 CM9 G7alter#5 Gm7 C9 C9/F# FM9 Fm6 Em7 A9 Dm11 FmM7 Em7 A7addb9 Dm11 G13 F13 E13 E7alter#5 A9 A7addb9 Dm11 G13alter#3 G13alterb9,"['CM9', 'G7alter#5', 'Gm7', 'C9', 'FM9', 'B-13', 'E/o7', 'A9', 'Dm11', 'FmM7', 'Em7', 'A7addb9', 'Dm11', 'G13', 'F13', 'E13', 'A7addb9', 'D7alter#5', 'G7addb9', 'CM9', 'G7alter#5', 'Gm7', 'C9', 'FM9', 'B-13', 'E/o7', 'A9', 'Dm11', 'FmM7', 'Em7', 'A7addb9', 'Dm11', 'G13alter#3', 'G13alterb9', 'C', 'CM9', 'B7addb9', 'B-m9', 'E-7', 'D-9', 'Cm7', 'F13', 'F9', 'B-m9', 'E-7alter#5', 'A-M13', 'D/o7', 'G7addb9', 'Cm', 'Cm/B-', 'A/o7', 'D7add#9', 'D/o7/A-', 'G13', 'CM9', 'G7alter#5', 'Gm7', 'C9', 'C9/F#', 'FM9', 'Fm6', 'Em7', 'A9', 'Dm11', 'FmM7', 'Em7', 'A7addb9', 'Dm11', 'G13', 'F13', 'E13', 'E7alter#5', 'A9', 'A7addb9', 'Dm11', 'G13alter#3', 'G13alterb9']",37
A Fine Romance - Jerome Kern,Am7 D7 G9 C13alterb9 Fmaj7 Dm7 Gm7 C13 Fmaj7 F#dim C7 G#dim Am7 Dm7 Gm7 C7 Fmaj7 Am7 A-7 Gm7 C7 Fmaj7 B/o7 E7 A7 D7 Gm7 C7 Fmaj7 F#dim C7 G#dim Am7 Dm7 Gm7 C7 Fmaj7 Cm7 F7 B-maj7 Bdim E7 Am7 D7 Cm7 C7 Fmaj7 Gm7 C7,"['Am7', 'D7', 'G9', 'C13alterb9', 'Fmaj7', 'Dm7', 'Gm7', 'C13', 'Fmaj7', 'F#dim', 'C7', 'G#dim', 'Am7', 'Dm7', 'Gm7', 'C7', 'Fmaj7', 'Am7', 'A-7', 'Gm7', 'C7', 'Fmaj7', 'B/o7', 'E7', 'A7', 'D7', 'Gm7', 'C7', 'Fmaj7', 'F#dim', 'C7', 'G#dim', 'Am7', 'Dm7', 'Gm7', 'C7', 'Fmaj7', 'Cm7', 'F7', 'B-maj7', 'Bdim', 'E7', 'Am7', 'D7', 'Cm7', 'C7', 'Fmaj7', 'Gm7', 'C7']",19
A Flower Is A Lovesome Thing - Billy Strayhorn,Fmaj7 Dm7 Gm7 C13alterb9 Fmaj7 Dm7 Gm7 C7addb9 D#6 D#9alterb5 D#6 D#9alterb5 D9 G13 C7 F7 A#m7 G7 F#maj7 F6 D#6 D#9alterb5 D#6 D#9alterb5 D9 G13 C7 F7 A#m7 G7 F#maj7 F6 Gm9 C7alter#5 Fmaj7 G#m9 C#7alter#5 F#maj7 F6 F#M9 D#m7 F#6 D7alter#5 G7 B-maj7 C7addb9 D#6 D#9alterb5 D#6 D#9alterb5 D9 G13 C7 F7 A#m7 G7 F#maj7 F6,"['Fmaj7', 'Dm7', 'Gm7', 'C13alterb9', 'Fmaj7', 'Dm7', 'Gm7', 'C7addb9', 'D#6', 'D#9alterb5', 'D#6', 'D#9alterb5', 'D9', 'G13', 'C7', 'F7', 'A#m7', 'G7', 'F#maj7', 'F6', 'D#6', 'D#9alterb5', 'D#6', 'D#9alterb5', 'D9', 'G13', 'C7', 'F7', 'A#m7', 'G7', 'F#maj7', 'F6', 'Gm9', 'C7alter#5', 'Fmaj7', 'G#m9', 'C#7alter#5', 'F#maj7', 'F6', 'F#M9', 'D#m7', 'F#6', 'D7alter#5', 'G7', 'B-maj7', 'C7addb9', 'D#6', 'D#9alterb5', 'D#6', 'D#9alterb5', 'D9', 'G13', 'C7', 'F7', 'A#m7', 'G7', 'F#maj7', 'F6']",24
A Foggy Day In London Town - George Gershwin,Cmaj7 Dm7 Em7 Dm7 Cmaj7 Dm7 Em7 Dm7 C B-m6 Dm7 G7 C Cm6 D13 G9 Cmaj7 C9 Fmaj7 F#m6 C A9 D13 D+ G9 C B-m6 Dm7 G7 C Cm6 D13 G9 C9 Fmaj7 FM9 Fm C F6 Cmaj7 F6 Am7 D9 Dm7 G7 C,"['Cmaj7', 'Dm7', 'Em7', 'Dm7', 'Cmaj7', 'Dm7', 'Em7', 'Dm7', 'C', 'B-m6', 'Dm7', 'G7', 'C', 'Cm6', 'D13', 'G9', 'Cmaj7', 'C9', 'Fmaj7', 'F#m6', 'C', 'A9', 'D13', 'D+', 'G9', 'C', 'B-m6', 'Dm7', 'G7', 'C', 'Cm6', 'D13', 'G9', 'C9', 'Fmaj7', 'FM9', 'Fm', 'C', 'F6', 'Cmaj7', 'F6', 'Am7', 'D9', 'Dm7', 'G7', 'C']",19
A Garden In The Rain,A- G7 G7alter#5 C G7 C Am E- Fm6 B-9 A- G7 G7alter#5 C G7 C Am E- Fm6 B-9 A- D/o7 D/o7/F G7 C Em C7 F F+ E/o7 A7 Dm7 D/o7 C E-dim Dm7 G7 C A7 Dm7 G7 C Am Em C7 F F+ E/o7 A7 Dm7 D/o7 C E-dim Dm7 G7 C Fm C Em F#m7 B7 Em C7 B7 Em B7 Em B7 E F#m7 B7 E F#m7 B13 E B7 G7 G7alter#5 C Am Em C7 F F+ E/o7 A7 Dm7 D/o7 C E-dim Dm7 G7 C Fm C6,"['A-', 'G7', 'G7alter#5', 'C', 'G7', 'C', 'Am', 'E-', 'Fm6', 'B-9', 'A-', 'G7', 'G7alter#5', 'C', 'G7', 'C', 'Am', 'E-', 'Fm6', 'B-9', 'A-', 'D/o7', 'D/o7/F', 'G7', 'C', 'Em', 'C7', 'F', 'F+', 'E/o7', 'A7', 'Dm7', 'D/o7', 'C', 'E-dim', 'Dm7', 'G7', 'C', 'A7', 'Dm7', 'G7', 'C', 'Am', 'Em', 'C7', 'F', 'F+', 'E/o7', 'A7', 'Dm7', 'D/o7', 'C', 'E-dim', 'Dm7', 'G7', 'C', 'Fm', 'C', 'Em', 'F#m7', 'B7', 'Em', 'C7', 'B7', 'Em', 'B7', 'Em', 'B7', 'E', 'F#m7', 'B7', 'E', 'F#m7', 'B13', 'E', 'B7', 'G7', 'G7alter#5', 'C', 'Am', 'Em', 'C7', 'F', 'F+', 'E/o7', 'A7', 'Dm7', 'D/o7', 'C', 'E-dim', 'Dm7', 'G7', 'C', 'Fm', 'C6']",24
A Good Man Is Hard To Find,Cmaj7 A7 D9 G13 Em7 G7alter#3 Cmaj7 E7 A7 D7 D7alter#5 G7 C G7 C A7 D7 G7 C E-dim Dm7 G7 C Am7 D7 Dm7 G7 C Dm7 G7addb9 C E7,"['Cmaj7', 'A7', 'D9', 'G13', 'Em7', 'G7alter#3', 'Cmaj7', 'E7', 'A7', 'D7', 'D7alter#5', 'G7', 'C', 'G7', 'C', 'A7', 'D7', 'G7', 'C', 'E-dim', 'Dm7', 'G7', 'C', 'Am7', 'D7', 'Dm7', 'G7', 'C', 'Dm7', 'G7addb9', 'C', 'E7']",15
A Gordon For Me,F B- Gm C7 F C7 F B- Gm C7 F B-9 F C7 F B- C7 F G7 F B- Gm C7 F B-9 F C7 F B- Gm C7 F C7 F B- Gm C7 F B-9 F,"['F', 'B-', 'Gm', 'C7', 'F', 'C7', 'F', 'B-', 'Gm', 'C7', 'F', 'B-9', 'F', 'C7', 'F', 'B-', 'C7', 'F', 'G7', 'F', 'B-', 'Gm', 'C7', 'F', 'B-9', 'F', 'C7', 'F', 'B-', 'Gm', 'C7', 'F', 'C7', 'F', 'B-', 'Gm', 'C7', 'F', 'B-9', 'F']",6
A Hundred Years From Today-101,Dm G7 C Dm G7 Em7 Am7 F/o7 B7 Em A/o7 D7 G7 G7alter#5 Cmaj7 Am7 Dm7 G7alter#5 C Am7 D9 G7alter#5 CM9 Am7 Fmaj7 Fm6 D9 G7 G7alter#5 Cmaj7 Am7 Dm7 G7alter#5 C Am7 D9 G7alter#5 C Am7 Fmaj7 Fm6 D9 G7 C C6 Gm7 C7 Gm7 C7 F6 E7 F F6 Am7 D9 Am7 D7addb9 G7 A-dim G7 Cmaj7 Am7 Dm7 G7alter#5 C Am7 D9 G7alter#5 C Am7 Fmaj7 Fm6 D9 G9 E/o7 A7alter#5addb9 D9 G7 C G7,"['Dm', 'G7', 'C', 'Dm', 'G7', 'Em7', 'Am7', 'F/o7', 'B7', 'Em', 'A/o7', 'D7', 'G7', 'G7alter#5', 'Cmaj7', 'Am7', 'Dm7', 'G7alter#5', 'C', 'Am7', 'D9', 'G7alter#5', 'CM9', 'Am7', 'Fmaj7', 'Fm6', 'D9', 'G7', 'G7alter#5', 'Cmaj7', 'Am7', 'Dm7', 'G7alter#5', 'C', 'Am7', 'D9', 'G7alter#5', 'C', 'Am7', 'Fmaj7', 'Fm6', 'D9', 'G7', 'C', 'C6', 'Gm7', 'C7', 'Gm7', 'C7', 'F6', 'E7', 'F', 'F6', 'Am7', 'D9', 'Am7', 'D7addb9', 'G7', 'A-dim', 'G7', 'Cmaj7', 'Am7', 'Dm7', 'G7alter#5', 'C', 'Am7', 'D9', 'G7alter#5', 'C', 'Am7', 'Fmaj7', 'Fm6', 'D9', 'G9', 'E/o7', 'A7alter#5addb9', 'D9', 'G7', 'C', 'G7']",28
A Hundred Years From Today,Dm G7 C Dm G7 Em7 Am7 F/o7 B7 Em A/o7 D7 G7 G7alter#5 Cmaj7 Am7 Dm7 G7alter#5 C Am7 D9 G7alter#5 CM9 Am7 Fmaj7 Fm6 D9 G7 G7alter#5 Cmaj7 Am7 Dm7 G7alter#5 C Am7 D9 G7alter#5 C Am7 Fmaj7 Fm6 D9 G7 C C6 Gm7 C7 Gm7 C7 F6 E7 F F6 Am7 D9 Am7 D7addb9 G7 A-dim G7 Cmaj7 Am7 Dm7 G7alter#5 C Am7 D9 G7alter#5 C Am7 Fmaj7 Fm6 D9 G9 E/o7 A7alter#5addb9 D9 G7 C G7,"['Dm', 'G7', 'C', 'Dm', 'G7', 'Em7', 'Am7', 'F/o7', 'B7', 'Em', 'A/o7', 'D7', 'G7', 'G7alter#5', 'Cmaj7', 'Am7', 'Dm7', 'G7alter#5', 'C', 'Am7', 'D9', 'G7alter#5', 'CM9', 'Am7', 'Fmaj7', 'Fm6', 'D9', 'G7', 'G7alter#5', 'Cmaj7', 'Am7', 'Dm7', 'G7alter#5', 'C', 'Am7', 'D9', 'G7alter#5', 'C', 'Am7', 'Fmaj7', 'Fm6', 'D9', 'G7', 'C', 'C6', 'Gm7', 'C7', 'Gm7', 'C7', 'F6', 'E7', 'F', 'F6', 'Am7', 'D9', 'Am7', 'D7addb9', 'G7', 'A-dim', 'G7', 'Cmaj7', 'Am7', 'Dm7', 'G7alter#5', 'C', 'Am7', 'D9', 'G7alter#5', 'C', 'Am7', 'Fmaj7', 'Fm6', 'D9', 'G9', 'E/o7', 'A7alter#5addb9', 'D9', 'G7', 'C', 'G7']",28
A Jam Session At Victor,Dm7 G7 C Dm7 G7 C Dm7 G7 C Dm7 G7 C Dm7 G7 C Dm7 G7 C Dm7 G7 C Dm7 G7 C Gm7 C7 F Am7 D7 Dm7 G7 Dm7 G7 C Dm7 G7 C Dm7 G7 C Dm7 G7 C,"['Dm7', 'G7', 'C', 'Dm7', 'G7', 'C', 'Dm7', 'G7', 'C', 'Dm7', 'G7', 'C', 'Dm7', 'G7', 'C', 'Dm7', 'G7', 'C', 'Dm7', 'G7', 'C', 'Dm7', 'G7', 'C', 'Gm7', 'C7', 'F', 'Am7', 'D7', 'Dm7', 'G7', 'Dm7', 'G7', 'C', 'Dm7', 'G7', 'C', 'Dm7', 'G7', 'C', 'Dm7', 'G7', 'C']",8
A Kiss To Build A Dream On-no-fiirst-NP,F C+ F A-dim C7 F#dim C7 F#dim C7 F#dim C7 Gm7 C7 F G7 C+ F C+ F A-dim C7 F#dim C7 F#dim C7 F#dim C7 Gm7 C7 F Gm7 A-dim F/A B-m7 E-7 A- Adim B-m7 E-7 A-maj7 G/o7 C7 Fm Fm/E- Dm7 G7 Gm7 C+ F Gm7 Am7 A-dim C7 F#dim C7 F#dim C7 F#dim C7 Gm7 C7 F A-dim Gm7 C7,"['F', 'C+', 'F', 'A-dim', 'C7', 'F#dim', 'C7', 'F#dim', 'C7', 'F#dim', 'C7', 'Gm7', 'C7', 'F', 'G7', 'C+', 'F', 'C+', 'F', 'A-dim', 'C7', 'F#dim', 'C7', 'F#dim', 'C7', 'F#dim', 'C7', 'Gm7', 'C7', 'F', 'Gm7', 'A-dim', 'F/A', 'B-m7', 'E-7', 'A-', 'Adim', 'B-m7', 'E-7', 'A-maj7', 'G/o7', 'C7', 'Fm', 'Fm/E-', 'Dm7', 'G7', 'Gm7', 'C+', 'F', 'Gm7', 'Am7', 'A-dim', 'C7', 'F#dim', 'C7', 'F#dim', 'C7', 'F#dim', 'C7', 'Gm7', 'C7', 'F', 'A-dim', 'Gm7', 'C7']",18
A Kiss To Build A Dream On-no-NP-atall,F C+ F A-dim C7 F#dim C7 F#dim C7 F#dim C7 Gm7 C7 F G7 C+ F C+ F A-dim C7 F#dim C7 F#dim C7 F#dim C7 Gm7 C7 F Gm7 A-dim F/A B-m7 E-7 A- Adim B-m7 E-7 A-maj7 G/o7 C7 Fm Fm/E- Dm7 G7 Gm7 C+ F Gm7 Am7 A-dim C7 F#dim C7 F#dim C7 F#dim C7 Gm7 C7 F A-dim Gm7 C7,"['F', 'C+', 'F', 'A-dim', 'C7', 'F#dim', 'C7', 'F#dim', 'C7', 'F#dim', 'C7', 'Gm7', 'C7', 'F', 'G7', 'C+', 'F', 'C+', 'F', 'A-dim', 'C7', 'F#dim', 'C7', 'F#dim', 'C7', 'F#dim', 'C7', 'Gm7', 'C7', 'F', 'Gm7', 'A-dim', 'F/A', 'B-m7', 'E-7', 'A-', 'Adim', 'B-m7', 'E-7', 'A-maj7', 'G/o7', 'C7', 'Fm', 'Fm/E-', 'Dm7', 'G7', 'Gm7', 'C+', 'F', 'Gm7', 'Am7', 'A-dim', 'C7', 'F#dim', 'C7', 'F#dim', 'C7', 'F#dim', 'C7', 'Gm7', 'C7', 'F', 'A-dim', 'Gm7', 'C7']",18
A Kiss To Build A Dream On,F C+ F A-dim C7 F#dim C7 F#dim C7 F#dim C7 Gm7 C7 F G7 C+ F C+ F A-dim C7 F#dim C7 F#dim C7 F#dim C7 Gm7 C7 F Gm7 A-dim F/A B-m7 E-7 A- Adim B-m7 E-7 A-maj7 G/o7 C7 Fm Fm/E- Dm7 G7 Gm7 C+ F Gm7 Am7 A-dim C7 F#dim C7 F#dim C7 F#dim C7 Gm7 C7 F A-dim Gm7 C7,"['F', 'C+', 'F', 'A-dim', 'C7', 'F#dim', 'C7', 'F#dim', 'C7', 'F#dim', 'C7', 'Gm7', 'C7', 'F', 'G7', 'C+', 'F', 'C+', 'F', 'A-dim', 'C7', 'F#dim', 'C7', 'F#dim', 'C7', 'F#dim', 'C7', 'Gm7', 'C7', 'F', 'Gm7', 'A-dim', 'F/A', 'B-m7', 'E-7', 'A-', 'Adim', 'B-m7', 'E-7', 'A-maj7', 'G/o7', 'C7', 'Fm', 'Fm/E-', 'Dm7', 'G7', 'Gm7', 'C+', 'F', 'Gm7', 'Am7', 'A-dim', 'C7', 'F#dim', 'C7', 'F#dim', 'C7', 'F#dim', 'C7', 'Gm7', 'C7', 'F', 'A-dim', 'Gm7', 'C7']",18
A La Française - Claude Bolling-no NP def-syst-dist-110,Cmaj7 F/C C C7 F/C Cdim C Dm G7 Em7 Am Fmaj7 Cmaj7 F/C C C7 F/C Cdim C Gm C F Dm7 Am7 Gm7 C F Em7 Am7 Dm Am7 D7 G Am7 D7 Gm G7 Cmaj7 F/C C C7 F/C Cdim C F B/o7 Em Am7 Dm7 G Cmaj7 Em7 F B/o7 Em Am7 Dm G7 Cmaj7 G F#m Em E-m Em7 Esus Dm7 Dsus Cmaj7 Em6/B B/o7 Em7 Am Dm7 G Cmaj7 A/C# F#m/C# D Gm Cmaj7 F B- Em7 Am7 Dm7 G7 Cmaj7 Fmaj7 Bm7 E7 Am7 Dm7 Em7 Fmaj7 D7/F# Gsus A-maj7 D-maj7 Gm7 C7 Fm7 B-7 E-maj7 A-maj7 Dm7 G7 Cmaj7 F/C C C7 F/C Cm6 C Dm G7 Em7 Am Fmaj7 Cmaj7 F/C C C7 F/C Cdim C Gm C F Dm7 Am7 Gm7 C F Em7 Am7 Dm Am7 D7 G Am7 D7 Gm G7 Cmaj7 F/C C C7 F/C Cmaj7 F B/o7 Em Am7 Dm7 G Cmaj7 Em7 F B/o7 Em Am7 Dm G7 Cmaj7 D- Dm G7 C/E F/A Dm7 G7 C Am G7 Fmaj7 Dm7 B/o7 E7 Am7 Em Fmaj7 C/G G7 C Am G7 F Dm7 B/o7 E7 Am7 Em Fmaj7 C/G G Cmaj7 Am7 F Dm F/C B/o7 Em7 Am Em F G7 G7alter#3 C Am G7 F Dm7 B/o7 E7 Am7 Em Fmaj7 F# F#/o7 G7 Em7 F Adim G F#m Em Em7 E-m Em7 Esus Dm7 Dsus Cmaj7 Em6/B B/o7 Em7 Am Dm7 G Cmaj7 A/C# F#m/C# D Gm Cmaj7 F B- Em7 Am7 Dm7 G7 Cmaj7 Fmaj7 Bm7 E7 Am7 Dm7 Em7 Fmaj7 D7/F# Gsus A-maj7 D-maj7 Gm7 C7 Fmaj7 B-7 E-maj7 A-maj7 Dm7 G7 Cmaj7 F/C C C7 F/C Cm6 C Dm G7 Em7 Am Fmaj7 Cmaj7 F/C C C7 F/C Cdim C Gm C F Dm7 Am7 Gm7 C F Em7 Am7 Dm Am7 D7 G Am7 D7 Gm Cmaj7 F/C C C7 F/C Cmaj7 F B/o7 Em Am7 Dm7 G Cmaj7 Em7 F B/o7 Em Am7 Dm G7 Cmaj7,"['Cmaj7', 'F/C', 'C', 'C7', 'F/C', 'Cdim', 'C', 'Dm', 'G7', 'Em7', 'Am', 'Fmaj7', 'Cmaj7', 'F/C', 'C', 'C7', 'F/C', 'Cdim', 'C', 'Gm', 'C', 'F', 'Dm7', 'Am7', 'Gm7', 'C', 'F', 'Em7', 'Am7', 'Dm', 'Am7', 'D7', 'G', 'Am7', 'D7', 'Gm', 'G7', 'Cmaj7', 'F/C', 'C', 'C7', 'F/C', 'Cdim', 'C', 'F', 'B/o7', 'Em', 'Am7', 'Dm7', 'G', 'Cmaj7', 'Em7', 'F', 'B/o7', 'Em', 'Am7', 'Dm', 'G7', 'Cmaj7', 'G', 'F#m', 'Em', 'E-m', 'Em7', 'Esus', 'Dm7', 'Dsus', 'Cmaj7', 'Em6/B', 'B/o7', 'Em7', 'Am', 'Dm7', 'G', 'Cmaj7', 'A/C#', 'F#m/C#', 'D', 'Gm', 'Cmaj7', 'F', 'B-', 'Em7', 'Am7', 'Dm7', 'G7', 'Cmaj7', 'Fmaj7', 'Bm7', 'E7', 'Am7', 'Dm7', 'Em7', 'Fmaj7', 'D7/F#', 'Gsus', 'A-maj7', 'D-maj7', 'Gm7', 'C7', 'Fm7', 'B-7', 'E-maj7', 'A-maj7', 'Dm7', 'G7', 'Cmaj7', 'F/C', 'C', 'C7', 'F/C', 'Cm6', 'C', 'Dm', 'G7', 'Em7', 'Am', 'Fmaj7', 'Cmaj7', 'F/C', 'C', 'C7', 'F/C', 'Cdim', 'C', 'Gm', 'C', 'F', 'Dm7', 'Am7', 'Gm7', 'C', 'F', 'Em7', 'Am7', 'Dm', 'Am7', 'D7', 'G', 'Am7', 'D7', 'Gm', 'G7', 'Cmaj7', 'F/C', 'C', 'C7', 'F/C', 'Cmaj7', 'F', 'B/o7', 'Em', 'Am7', 'Dm7', 'G', 'Cmaj7', 'Em7', 'F', 'B/o7', 'Em', 'Am7', 'Dm', 'G7', 'Cmaj7', 'D-', 'Dm', 'G7', 'C/E', 'F/A', 'Dm7', 'G7', 'C', 'Am', 'G7', 'Fmaj7', 'Dm7', 'B/o7', 'E7', 'Am7', 'Em', 'Fmaj7', 'C/G', 'G7', 'C', 'Am', 'G7', 'F', 'Dm7', 'B/o7', 'E7', 'Am7', 'Em', 'Fmaj7', 'C/G', 'G', 'Cmaj7', 'Am7', 'F', 'Dm', 'F/C', 'B/o7', 'Em7', 'Am', 'Em', 'F', 'G7', 'G7alter#3', 'C', 'Am', 'G7', 'F', 'Dm7', 'B/o7', 'E7', 'Am7', 'Em', 'Fmaj7', 'F#', 'F#/o7', 'G7', 'Em7', 'F', 'Adim', 'G', 'F#m', 'Em', 'Em7', 'E-m', 'Em7', 'Esus', 'Dm7', 'Dsus', 'Cmaj7', 'Em6/B', 'B/o7', 'Em7', 'Am', 'Dm7', 'G', 'Cmaj7', 'A/C#', 'F#m/C#', 'D', 'Gm', 'Cmaj7', 'F', 'B-', 'Em7', 'Am7', 'Dm7', 'G7', 'Cmaj7', 'Fmaj7', 'Bm7', 'E7', 'Am7', 'Dm7', 'Em7', 'Fmaj7', 'D7/F#', 'Gsus', 'A-maj7', 'D-maj7', 'Gm7', 'C7', 'Fmaj7', 'B-7', 'E-maj7', 'A-maj7', 'Dm7', 'G7', 'Cmaj7', 'F/C', 'C', 'C7', 'F/C', 'Cm6', 'C', 'Dm', 'G7', 'Em7', 'Am', 'Fmaj7', 'Cmaj7', 'F/C', 'C', 'C7', 'F/C', 'Cdim', 'C', 'Gm', 'C', 'F', 'Dm7', 'Am7', 'Gm7', 'C', 'F', 'Em7', 'Am7', 'Dm', 'Am7', 'D7', 'G', 'Am7', 'D7', 'Gm', 'Cmaj7', 'F/C', 'C', 'C7', 'F/C', 'Cmaj7', 'F', 'B/o7', 'Em', 'Am7', 'Dm7', 'G', 'Cmaj7', 'Em7', 'F', 'B/o7', 'Em', 'Am7', 'Dm', 'G7', 'Cmaj7']",46
